id,Captions,URL,Class
1433,a plane flying in the sky over a city .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file5__20170426192905.jpg,['crane']
1434,a plane flying over a field with trees in the background,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file6__20170426192910.jpg,['alp']
1435,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83831_submitter_file7__20170426193415.jpg,"['thatch, thatched roof']"
1436,a view of a city street from a window .,http://www.mufoncms.com/files_jeud8334j/83828_submitter_file2__IMG0968.JPG,"['traffic light, traffic signal, stoplight']"
1437,a pair of scissors sitting on top of a table .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file1__Capture20170515064850.png,"['mailbag, postbag']"
1438,a person is flying a kite in the air .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file2__Capture20170512202815.png,['envelope']
1439,a white and black clock on a white pole,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file3__Capture20170511221840.png,['envelope']
1440,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file4__Capture20170408202010.png,"['parachute, chute']"
1441,a traffic light with a sky background in the background,http://www.mufoncms.com/files_jeud8334j/83827_submitter_file5__Capture20170210062442.png,['monitor']
1442,a truck is parked on the side of the road .,http://www.mufoncms.com/files_jeud8334j/83814_submitter_file1__15994798101549753516893654501124917970072114o.jpg,"['recreational vehicle, RV, R.V.']"
1443,a herd of animals grazing on a lush green field .,http://www.mufoncms.com/files_jeud8334j/83814_submitter_file2__rapidbay01.jpg,['alp']
1444,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file1__20170513114443.jpg,['bubble']
1445,a view of a city street from a car window .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file2__20170513114445.jpg,['bubble']
1446,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file3__20170513114446.jpg,['bubble']
1447,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file4__20170513114448.jpg,"['spotlight, spot']"
1448,a man flying through the air while riding a snowboard .,http://www.mufoncms.com/files_jeud8334j/83810_submitter_file5__20170513114453.jpg,['fountain']
1449,a close up of a person holding a pair of scissors,http://www.mufoncms.com/files_jeud8334j/83805_submitter_file1__ufo.png,['spatula']
1450,a plane flying in the sky over some trees .,http://www.mufoncms.com/files_jeud8334j/83802_submitter_file1__IMG6268515171.JPG,['rapeseed']
1451,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83802_submitter_file2__IMG626951517orb2.JPG,"['traffic light, traffic signal, stoplight']"
1452,a car parked on the side of the road .,http://www.mufoncms.com/files_jeud8334j/83795_submitter_file1__rainbow.jpg,"['recreational vehicle, RV, R.V.']"
1453,a person holding a toothbrush in their hand .,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file1__IMG1272.JPG,"['flatworm, platyhelminth']"
1454,a person holding a toothbrush in their hand .,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file2__IMG1273.JPG,"['nematode, nematode worm, roundworm']"
1455,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83778_submitter_file3__IMG1274.JPG,['volcano']
1456,a person holding a snowboard in the air .,http://www.mufoncms.com/files_jeud8334j/83772_submitter_file1__IMG20170506105419.jpg,"['parachute, chute']"
1457,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file2__IMG4372.JPG,"['lakeside, lakeshore']"
1458,a person is holding a large pair of scissors .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file3__IMG4375.JPG,"['nematode, nematode worm, roundworm']"
1459,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83743_submitter_file4__IMG4376.JPG,['wreck']
1460,a large jetliner flying through a cloudy blue sky .,http://www.mufoncms.com/files_jeud8334j/83742_submitter_file1__Screenshot20170515153635.png,"['parachute, chute']"
1461,a view of a street sign and a traffic light .,http://www.mufoncms.com/files_jeud8334j/83741_submitter_file1__ufo051517copy.jpg,['bubble']
1462,a blue and white airplane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file1__1.png,['jellyfish']
1463,a blue and white plane flying in the sky,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file2__2.png,"['parachute, chute']"
1464,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file3__3.png,"['parachute, chute']"
1465,a blue and white bird flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file4__4.png,['vulture']
1466,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83731_submitter_file5__5.png,['kite']
1467,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file1__IMG4372.JPG,"['lakeside, lakeshore']"
1468,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file2__IMG4373.JPG,"['nematode, nematode worm, roundworm']"
1469,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file3__IMG4381.JPG,"['nematode, nematode worm, roundworm']"
1470,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83724_submitter_file6__IMG4376.JPG,['wreck']
1471,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file1__IMG4372.JPG,"['lakeside, lakeshore']"
1472,a black and white photo of a street light .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file2__IMG4373.JPG,"['nematode, nematode worm, roundworm']"
1473,a person is flying a kite in the sky .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file3__IMG4381.JPG,"['nematode, nematode worm, roundworm']"
1474,a plane flying over a large body of water .,http://www.mufoncms.com/files_jeud8334j/83723_submitter_file6__IMG4376.JPG,['wreck']
1475,a view of a city skyline from a plane .,http://www.mufoncms.com/files_jeud8334j/83684_submitter_file1__20170309184917.jpg,"['spotlight, spot']"
1476,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83684_submitter_file2__Inked20170309184917LI.jpg,['bubble']
1477,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file1__DSC8827.jpg,"['traffic light, traffic signal, stoplight']"
1478,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file2__fullsizeoutput219f.jpeg,"['traffic light, traffic signal, stoplight']"
1479,a kite flying in the sky over a street .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file3__fullsizeoutput21aa.jpeg,"['traffic light, traffic signal, stoplight']"
1480,a street sign on a pole on a street .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file4__fullsizeoutput21a8.jpeg,['pole']
1481,a person flying a kite in a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83679_submitter_file5__fullsizeoutput21a1.jpeg,"['traffic light, traffic signal, stoplight']"
1482,a group of people flying kites in a field .,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file1__1PHOTO1.JPG,"['red-backed sandpiper, dunlin, Erolia alpina']"
1483,a bird flying over a body of water .,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file2__2PHOTO2.JPG,['wing']
1484,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file3__3PHOTO3.JPG,['missile']
1485,a plane flying over a body of water,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file4__7OBJECTLEAVING.JPG,['missile']
1486,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83677_submitter_file5__4PHOTO1ELARGED.JPG,['space shuttle']
1487,a red stop sign sitting on the side of a road .,http://www.mufoncms.com/files_jeud8334j/83655_submitter_file1__MGL6725.jpg,['rapeseed']
1488,a black and white photo of a city street,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file1__IMG5400.JPG,"['snowplow, snowplough']"
1489,a picture of a snow covered mountain in the snow .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file2__IMG5405.JPG,['pole']
1490,a plane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file3__IMG5412.JPG,"['barn spider, Araneus cavaticus']"
1491,a plane is flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file4__IMG5414.JPG,['tick']
1492,a flock of birds sitting on top of a power line .,http://www.mufoncms.com/files_jeud8334j/83650_submitter_file5__IMG5421.JPG,['envelope']
1493,a large group of people on a city street .,http://www.mufoncms.com/files_jeud8334j/83647_submitter_file1__20160615200140HDR.jpg,['scoreboard']
1494,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83625_submitter_file1__594.JPG,"['parachute, chute']"
1495,a plane is flying in the sky on a cloudy day .,http://www.mufoncms.com/files_jeud8334j/83625_submitter_file2__596.JPG,"['parachute, chute']"
1496,a woman standing in front of a flower garden .,http://www.mufoncms.com/files_jeud8334j/83593_submitter_file1__20170508154135.jpg,['rapeseed']
1497,a large jetliner flying over a snow covered mountain .,http://www.mufoncms.com/files_jeud8334j/83593_submitter_file2__20170508.png,['obelisk']
1498,a black and white photo of a train on a track,http://www.mufoncms.com/files_jeud8334j/83589_submitter_file1__Ufo.jpg,['wreck']
1499,a red and white photo of a clock tower .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file1__IMG0342.JPG,"['nematode, nematode worm, roundworm']"
1500,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file2__IMG0354.JPG,['geyser']
1501,a close up of a person holding a kite,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file3__IMG0419.JPG,"['nematode, nematode worm, roundworm']"
1502,a person is using a laptop in the dark .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file5__IMG0385.JPG,"['nematode, nematode worm, roundworm']"
1503,a view of a city street at night .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file6__IMG0380.JPG,['volcano']
1504,a view of a plane flying in the sky .,http://www.mufoncms.com/files_jeud8334j/83565_submitter_file7__IMG0389.JPG,['volcano']
1505,a view of a bunch of trees in a field .,http://www.mufoncms.com/files_jeud8334j/83554_submitter_file1__ufo01.JPG,"['lakeside, lakeshore']"
1506,a group of people sitting on top of a bench .,http://www.mufoncms.com/files_jeud8334j/83554_submitter_file2__ufo02.JPG,"['lakeside, lakeshore']"
1507,a black and white photo of a city street .,http://www.mufoncms.com/files_jeud8334j/83550_submitter_file1__IMG0789.JPG,['pole']
1508,a pair of scissors sitting on top of a table .,http://www.mufoncms.com/files_jeud8334j/83550_submitter_file2__IMG0790.JPG,['envelope']
1509,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83543_submitter_file1__IMG4727.JPG,"['maze, labyrinth']"
1510,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83543_submitter_file2__IMG4730.JPG,"['maze, labyrinth']"
1511,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83543_submitter_file3__IMG4733.JPG,"['maze, labyrinth']"
1512,a group of people standing on top of a lush green field .,http://www.mufoncms.com/files_jeud8334j/83543_submitter_file4__IMG4724.JPG,"['maze, labyrinth']"
1513,a group of young men playing a game of frisbee .,http://www.mufoncms.com/files_jeud8334j/83543_submitter_file5__IMG4722.JPG,"['maze, labyrinth']"
1514,a large airplane flying through a cloudy sky .,http://www.mufoncms.com/files_jeud8334j/83534_submitter_file1__1.LongUFORotatingCounterclockwisePhotograph1Original.JPG,['geyser']
1515,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83465_submitter_file4__IMG15431.PNG,['missile']
1516,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83465_submitter_file5__IMG15441.PNG,"['sax, saxophone']"
1517,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83465_submitter_file6__IMG15451.PNG,"['sax, saxophone']"
1518,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83465_submitter_file7__IMG15461.PNG,"['solar dish, solar collector, solar furnace']"
1519,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file1__IMG15401.PNG,['missile']
1520,a group of people standing in front of a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file2__IMG15411.PNG,"['sax, saxophone']"
1521,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file3__IMG15421.PNG,"['sax, saxophone']"
1522,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file4__IMG15431.PNG,['missile']
1523,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file5__IMG15441.PNG,"['sax, saxophone']"
1524,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file6__IMG15451.PNG,"['sax, saxophone']"
1525,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file7__IMG15461.PNG,"['solar dish, solar collector, solar furnace']"
1526,a group of people standing around a plane .,http://www.mufoncms.com/files_jeud8334j/83463_submitter_file8__IMG15471.PNG,['missile']
1527,an airplane flying in the sky over a mountain .,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file1__1.BizarreBlackMorphingUFOPhotograph1Original.JPG,"['parachute, chute']"
1528,a group of people flying kites in the sky .,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file2__2.BizarreBlackMorphingUFOPhotograph1Enlarged.jpg,"['parachute, chute']"
1529,a plane flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file3__3.BizarreBlackMorphingUFOPhotograph1Enhanced.jpg,['nail']
1530,a man flying through the air while riding a snowboard .,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file4__4.BizarreBlackMorphingUFOPhotograph1HighlyEnlarged.jpg,['screw']
1531,a kite flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file5__5.BizarreBlackMorphingUFOPhotograph2Original.JPG,"['parachute, chute']"
1532,a bird flying in the sky with a sky background,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file6__6.BizarreBlackMorphingUFOPhotograph2Enlarged2.jpg,['vulture']
1533,a man flying through the air while riding a snowboard .,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file7__7.BizarreBlackMorphingUFOPhotograph2Enhanced.jpg,"['grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus']"
1534,a person is in the air with a frisbee .,http://www.mufoncms.com/files_jeud8334j/83461_submitter_file8__8.BizarreBlackMorphingUFOPhotograph2HighlyEnlarged.jpg,"['grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus']"
